Train...
Iter 0, train_loss: 17885.692814769, val_loss: 20301.16290522207 
Iter 198, train_loss: 8.409663186552354, val_loss: 9.319146654320244 
Iter 199, train_loss: 8.09658313429322, val_loss: 8.970342833585871 
Iter 200, train_loss: 7.795244243508953, val_loss: 8.63467087055987 
Iter 201, train_loss: 7.505204879252616, val_loss: 8.311635044235294 
Iter 202, train_loss: 7.226040075043798, val_loss: 8.00075840565308 
Iter 203, train_loss: 6.95734090131121, val_loss: 7.701582064466492 
Iter 204, train_loss: 6.698713857871083, val_loss: 7.413664502731625 
Iter 205, train_loss: 6.449780289520206, val_loss: 7.136580914879834 
Iter 206, train_loss: 6.210175823861122, val_loss: 6.869922572868336 
Iter 207, train_loss: 5.979549830509125, val_loss: 6.613296215544862 
Iter 208, train_loss: 5.757564900863505, val_loss: 6.366323461297504 
Iter 209, train_loss: 5.543896347657485, val_loss: 6.128640243098696 
Iter 210, train_loss: 5.338231723531816, val_loss: 5.899896265085237 
Iter 211, train_loss: 5.1402703579042255, val_loss: 5.679754479849842 
Iter 212, train_loss: 4.949722911437045, val_loss: 5.467890585651032 
Iter 213, train_loss: 4.766310947431047, val_loss: 5.263992542779955 
Iter 214, train_loss: 4.589766519498273, val_loss: 5.067760108348877 
Iter 215, train_loss: 4.419831774894596, val_loss: 4.878904388799621 
Iter 216, train_loss: 4.256258572912476, val_loss: 4.6971474094509444 
Iter 217, train_loss: 4.098808117760887, val_loss: 4.52222170043542 
Iter 218, train_loss: 3.947250605379033, val_loss: 4.353869898398124 
Iter 219, train_loss: 3.8013648836531293, val_loss: 4.191844363354819 
Iter 220, train_loss: 3.6609381255247597, val_loss: 4.035906810129975 
Iter 221, train_loss: 3.525765514499849, val_loss: 3.8858279538176954 
Iter 222, train_loss: 3.395649942085465, val_loss: 3.7413871687294105 
Iter 223, train_loss: 3.2704017167001336, val_loss: 3.6023721603136445 
Iter 224, train_loss: 3.1498382836204226, val_loss: 3.4685786495516124 
Iter 225, train_loss: 3.0337839555439263, val_loss: 3.339810069353366 
Iter 226, train_loss: 2.9220696533637516, val_loss: 3.215877272494791 
Iter 227, train_loss: 2.8145326567665006, val_loss: 3.0965982506563976 
Iter 228, train_loss: 2.711016364279075, val_loss: 2.981797864139129 
Iter 229, train_loss: 2.611370062405489, val_loss: 2.871307581850371 
Iter 230, train_loss: 2.5154487035073294, val_loss: 2.7649652311679804 
Iter 231, train_loss: 2.423112692095543, val_loss: 2.662614757305771 
Iter 232, train_loss: 2.3342276792133165, val_loss: 2.56410599181782 
Iter 233, train_loss: 2.248664364602957, val_loss: 2.4692944298935355 
Iter 234, train_loss: 2.166298306360197, val_loss: 2.378041016107778 
Iter 235, train_loss: 2.087009737791798, val_loss: 2.290211938304235 
Iter 236, train_loss: 2.0106833912025763, val_loss: 2.205678429301979 
Iter 237, train_loss: 1.9372083283484502, val_loss: 2.124316576126772 
Iter 238, train_loss: 1.86647777730242, val_loss: 2.046007136480984 
Iter 239, train_loss: 1.7983889754898281, val_loss: 1.970635362175847 
Iter 240, train_loss: 1.732843018658631, val_loss: 1.898090829261306 
Iter 241, train_loss: 1.6697447155595673, val_loss: 1.828267274598455 
Iter 242, train_loss: 1.6090024481189047, val_loss: 1.761062438628646 
Iter 243, train_loss: 1.5505280368960954, val_loss: 1.69637791410441 
Iter 244, train_loss: 1.4942366116250736, val_loss: 1.6341190005543316 
Iter 245, train_loss: 1.4400464866468343, val_loss: 1.574194564264437 
Iter 246, train_loss: 1.3878790410473598, val_loss: 1.5165169035654933 
Iter 247, train_loss: 1.337658603322816, val_loss: 1.461001619225217 
Iter 248, train_loss: 1.2893123404000992, val_loss: 1.4075674897506025 
Iter 249, train_loss: 1.2427701508475975, val_loss: 1.356136351413777 
Iter 250, train_loss: 1.1979645621176203, val_loss: 1.3066329828219978 
Iter 251, train_loss: 1.1548306316672055, val_loss: 1.258984993859009 
Iter 252, train_loss: 1.113305851810978, val_loss: 1.213122718831409 
Iter 253, train_loss: 1.0733300581639964, val_loss: 1.1689791136603185 
Iter 254, train_loss: 1.0348453415391703, val_loss: 1.1264896569649236 
Iter 255, train_loss: 0.9977959631680376, val_loss: 1.0855922548895534 
Iter 256, train_loss: 0.9621282731192561, val_loss: 1.0462271495325504 
Iter 257, train_loss: 0.92779063179373, val_loss: 1.0083368308399396 
Iter 258, train_loss: 0.894733334379655, val_loss: 0.9718659518321842 
Iter 259, train_loss: 0.862908538155946, val_loss: 0.9367612470379179 
Iter 260, train_loss: 0.8322701925357966, val_loss: 0.9029714540125054 
Iter 261, train_loss: 0.8027739717469519, val_loss: 0.8704472378245796 
Iter 262, train_loss: 0.774377210048833, val_loss: 0.8391411183978106 
Iter 263, train_loss: 0.7470388393907215, val_loss: 0.8090074005997069 
Iter 264, train_loss: 0.7207193294184346, val_loss: 0.7800021069730316 
Iter 265, train_loss: 0.6953806297410251, val_loss: 0.7520829130099663 
Iter 266, train_loss: 0.6709861143717257, val_loss: 0.7252090848720562 
Iter 267, train_loss: 0.6475005282612274, val_loss: 0.699341419463747 
Iter 268, train_loss: 0.6248899358440856, val_loss: 0.6744421867698979 
Iter 269, train_loss: 0.603121671522213, val_loss: 0.6504750743716939 
Iter 270, train_loss: 0.5821642920122666, val_loss: 0.6274051340581297 
Iter 271, train_loss: 0.5619875304865892, val_loss: 0.6051987304540201 
Iter 272, train_loss: 0.5425622524397952, val_loss: 0.5838234915877087 
Iter 273, train_loss: 0.5238604132161586, val_loss: 0.5632482613254152 
Iter 274, train_loss: 0.5058550171346413, val_loss: 0.5434430536011088 
Iter 275, train_loss: 0.48852007815172366, val_loss: 0.5243790083742498 
Iter 276, train_loss: 0.4718305820036503, val_loss: 0.5060283492497853 
Iter 277, train_loss: 0.45576244977239894, val_loss: 0.48836434269740464 
Iter 278, train_loss: 0.44029250282169463, val_loss: 0.4713612588097551 
Iter 279, train_loss: 0.4253984290512364, val_loss: 0.45499433354111374 
Iter 280, train_loss: 0.411058750419551, val_loss: 0.4392397323706047 
Iter 281, train_loss: 0.3972527916875721, val_loss: 0.4240745153360736 
Iter 282, train_loss: 0.3839606503368927, val_loss: 0.4094766033867215 
Iter 283, train_loss: 0.37116316761838314, val_loss: 0.3954247460045202 
Iter 284, train_loss: 0.3588419006886899, val_loss: 0.3818984900466749 
Iter 285, train_loss: 0.34697909579338937, val_loss: 0.3688781497626472 
Iter 286, train_loss: 0.33555766245755236, val_loss: 0.35634477794150754 
Iter 287, train_loss: 0.3245611486456784, val_loss: 0.34428013814685393 
Iter 288, train_loss: 0.3139737168544249, val_loss: 0.3326666779981602 
Iter 289, train_loss: 0.3037801211030754, val_loss: 0.32148750345899946 
Iter 290, train_loss: 0.2939656847878865, val_loss: 0.3107263540940742 
Iter 291, train_loss: 0.28451627936779367, val_loss: 0.3003675792584597 
Iter 292, train_loss: 0.2754183038501173, val_loss: 0.2903961151838711 
Iter 293, train_loss: 0.2666586650462996, val_loss: 0.2807974629280288 
Iter 294, train_loss: 0.2582247585684533, val_loss: 0.2715576671544569 
Iter 295, train_loss: 0.2501044505390234, val_loss: 0.2626632957114795 
Iter 296, train_loss: 0.24228605998668257, val_loss: 0.2541014199801725 
Iter 297, train_loss: 0.23475834190255965, val_loss: 0.245859595962171 
Iter 298, train_loss: 0.22751047093205035, val_loss: 0.23792584607950049 
Iter 299, train_loss: 0.22053202567824448, val_loss: 0.23028864165953297 
Iter 300, train_loss: 0.2138129735939672, val_loss: 0.2229368860790653 
Iter 301, train_loss: 0.2073436564403298, val_loss: 0.2158598985429605 
Iter 302, train_loss: 0.20111477629046987, val_loss: 0.20904739847301643 
Iter 303, train_loss: 0.19511738205793058, val_loss: 0.20248949048433823 
Iter 304, train_loss: 0.18934285653003796, val_loss: 0.19617664992690909 
Iter 305, train_loss: 0.18378290388722673, val_loss: 0.19009970897103198 
Iter 306, train_loss: 0.17842953769009828, val_loss: 0.18424984321624882 
Iter 307, train_loss: 0.17327506931661868, val_loss: 0.1786185588038353 
Iter 308, train_loss: 0.16831209683249548, val_loss: 0.1731976800140223 
Iter 309, train_loss: 0.1635334942785107, val_loss: 0.16797933732951603 
Iter 310, train_loss: 0.1589324013591504, val_loss: 0.1629559559479102 
Iter 311, train_loss: 0.15450221351742274, val_loss: 0.15812024472594324 
Iter 312, train_loss: 0.15023657238137522, val_loss: 0.153465185539373 
Iter 313, train_loss: 0.1461293565683587, val_loss: 0.1489840230428029 
Iter 314, train_loss: 0.14217467283358376, val_loss: 0.14467025481436313 
Iter 315, train_loss: 0.1383668475500815, val_loss: 0.14051762187077724 
Iter 316, train_loss: 0.1347004185075789, val_loss: 0.13652009953884853 
Iter 317, train_loss: 0.13117012701839206, val_loss: 0.1326718886699713 
Iter 318, train_loss: 0.12777091031868434, val_loss: 0.12896740718461674 
Iter 319, train_loss: 0.12449789425417207, val_loss: 0.12540128193459585 
Iter 320, train_loss: 0.12134638623948253, val_loss: 0.12196834087091862 
Iter 321, train_loss: 0.1183118684809333, val_loss: 0.11866360550582541 
Iter 322, train_loss: 0.11538999145286304, val_loss: 0.11548228365796806 
Iter 323, train_loss: 0.11257656761800093, val_loss: 0.11241976246997847 
Iter 324, train_loss: 0.1098675653826829, val_loss: 0.10947160168825026 
Iter 325, train_loss: 0.10725910327820687, val_loss: 0.10663352719502785 
Iter 326, train_loss: 0.10474744435969408, val_loss: 0.10390142478332513 
Iter 327, train_loss: 0.10232899081447488, val_loss: 0.10127133416551469 
Iter 328, train_loss: 0.1000002787719919, val_loss: 0.09873944320684218 
Iter 329, train_loss: 0.09775797330778117, val_loss: 0.09630208237531554 
Iter 330, train_loss: 0.0955988636341911, val_loss: 0.09395571939997355 
Iter 331, train_loss: 0.09351985847085949, val_loss: 0.0916969541294908 
Iter 332, train_loss: 0.09151798158821348, val_loss: 0.08952251358383703 
Iter 333, train_loss: 0.08959036751752185, val_loss: 0.08742924719146693 
Iter 334, train_loss: 0.08773425742124859, val_loss: 0.08541412220529837 
Iter 335, train_loss: 0.08594699511769434, val_loss: 0.08347421929060769 
Iter 336, train_loss: 0.08422602325416581, val_loss: 0.08160672827840251 
Iter 337, train_loss: 0.08256887962308661, val_loss: 0.07980894407811676 
Iter 338, train_loss: 0.08097319361574432, val_loss: 0.07807826274356756 
Iter 339, train_loss: 0.07943668280845637, val_loss: 0.07641217768647278 
Iter 340, train_loss: 0.07795714967623543, val_loss: 0.07480827603191381 
Iter 341, train_loss: 0.07653247842919507, val_loss: 0.0732642351104738 
Iter 342, train_loss: 0.07516063196706074, val_loss: 0.07177781908190561 
Iter 343, train_loss: 0.0738396489473925, val_loss: 0.07034687568533983 
Iter 344, train_loss: 0.07256764096326247, val_loss: 0.06896933311135231 
Iter 345, train_loss: 0.07134278982629087, val_loss: 0.06764319699125068 
Iter 346, train_loss: 0.07016334495107968, val_loss: 0.06636654749921062 
Iter 347, train_loss: 0.0690276208372806, val_loss: 0.06513753656302751 
Iter 348, train_loss: 0.06793399464562973, val_loss: 0.0639543851793843 
Iter 349, train_loss: 0.06688090386442018, val_loss: 0.06281538082971598 
Iter 350, train_loss: 0.06586684406307841, val_loss: 0.06171887499291621 
Iter 351, train_loss: 0.06489036672950753, val_loss: 0.060663280751212294 
Iter 352, train_loss: 0.06395007718815084, val_loss: 0.0596470704857496 
Iter 353, train_loss: 0.06304463259570518, val_loss: 0.05866877365850802 
Iter 354, train_loss: 0.06217274001158682, val_loss: 0.05772697467726892 
Iter 355, train_loss: 0.06133315454036973, val_loss: 0.05682031084058815 
Iter 356, train_loss: 0.0605246775435145, val_loss: 0.05594747035973511 
Iter 357, train_loss: 0.059746154917741094, val_loss: 0.05510719045466397 
Iter 358, train_loss: 0.05899647543765412, val_loss: 0.05429825552134702 
Iter 359, train_loss: 0.05827456916010793, val_loss: 0.053519495367690455 
Iter 360, train_loss: 0.05757940588810121, val_loss: 0.05276978351553292 
Iter 361, train_loss: 0.05690999369190912, val_loss: 0.05204803556618677 
Iter 362, train_loss: 0.056265377485354325, val_loss: 0.05135320762718137 
Iter 363, train_loss: 0.05564463765514416, val_loss: 0.05068429479792609 
Iter 364, train_loss: 0.05504688874128258, val_loss: 0.05004032971200847 
Iter 365, train_loss: 0.05447127816665945, val_loss: 0.04942038113410966 
Iter 366, train_loss: 0.053916985013992454, val_loss: 0.048823552609384896 
Iter 367, train_loss: 0.05338321884833203, val_loss: 0.04824898116343137 
Iter 368, train_loss: 0.05286921858343054, val_loss: 0.04769583605087802 
Iter 369, train_loss: 0.05237425139036121, val_loss: 0.04716331755082426 
Iter 370, train_loss: 0.051897611646773936, val_loss: 0.04665065580733809 
Iter 371, train_loss: 0.0514386199253133, val_loss: 0.046157109713352004 
Iter 372, train_loss: 0.05099662201968968, val_loss: 0.0456819658362974 
Iter 373, train_loss: 0.050570988007034495, val_loss: 0.0452245373839504 
Iter 374, train_loss: 0.05016111134518957, val_loss: 0.044784163208956625 
Iter 375, train_loss: 0.04976640800357101, val_loss: 0.044360206850597224 
Iter 376, train_loss: 0.04938631562644402, val_loss: 0.04395205561239484 
Iter 377, train_loss: 0.04902029272731132, val_loss: 0.04355911967422322 
Iter 378, train_loss: 0.04866781791331665, val_loss: 0.04318083123761503 
Iter 379, train_loss: 0.0483283891385143, val_loss: 0.042816643703057496 
Iter 380, train_loss: 0.0480015229849269, val_loss: 0.042466030878019354 
Iter 381, train_loss: 0.047686753970386006, val_loss: 0.04212848621462258 
Iter 382, train_loss: 0.047383633882103676, val_loss: 0.04180352207580752 
Iter 383, train_loss: 0.04709173113507465, val_loss: 0.04149066902895097 
Iter 384, train_loss: 0.04681063015433013, val_loss: 0.041189475165860426 
Iter 385, train_loss: 0.046539930780200495, val_loss: 0.040899505448229914 
Iter 386, train_loss: 0.04627924769568242, val_loss: 0.040620341077537044 
Iter 387, train_loss: 0.04602820987514162, val_loss: 0.04035157888853021 
Iter 388, train_loss: 0.045786460053490276, val_loss: 0.040092830765334084 
